n,bz,cv1,p,q,model,effect,metric,value,experiment_folder
3200,1.0,0.8,1,256,posthoc,fx,bias2,0.004907043,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc,fx,var,0.019720947,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc,fz,mspe,0.022915758,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc,fz,bias2,0.0049515422,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc,fz,var,0.017964216,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc,fr,mspe,0.06280075,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc,fr,bias2,0.043079805,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc,fr,var,0.019720947,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,y,mspe,1.0237335,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,y,bias2,1.0036869,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,y,var,0.02004665,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fx,mspe,0.028164977,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fx,bias2,0.00021371184,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fx,var,0.027951267,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fz,mspe,0.010280446,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fz,bias2,2.8762683e-05,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fz,var,0.010251683,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fr,mspe,0.048985615,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fr,bias2,0.02103435,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_lam0,fr,var,0.027951267,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,y,mspe,1.010931,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,y,bias2,1.005921,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,y,var,0.0050100517,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fx,mspe,0.02359917,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fx,bias2,0.019912133,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fx,var,0.0036870376,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fz,mspe,0.019420648,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fz,bias2,0.018416405,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fz,var,0.001004245,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fr,mspe,0.00418255,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fr,bias2,0.000495512,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth,fr,var,0.0036870376,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,y,mspe,1.0236088,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,y,bias2,1.0038608,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,y,var,0.019748094,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fx,mspe,0.038422227,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fx,bias2,0.019880127,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fx,var,0.0185421,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fz,mspe,0.020452634,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fz,bias2,0.019503865,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fz,var,0.00094876817,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fr,mspe,0.018729175,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fr,bias2,0.00018707592,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_orth_lam0,fr,var,0.0185421,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,y,mspe,1.2150455,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,y,bias2,1.2124903,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,y,var,0.0025551494,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fx,mspe,0.025965143,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fx,bias2,0.02405378,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fx,var,0.0019113598,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fz,mspe,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fz,bias2,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fz,var,0.0,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fr,mspe,0.00632137,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fr,bias2,0.00441001,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,256,posthoc_web,fr,var,0.0019113598,n=3200_bz=1.0_cv1=0.8_p=1_q=256_20251022-211544
3200,1.0,0.8,1,2,base,y,mspe,1.0204141,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,y,bias2,1.0178567,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,y,var,0.0025573776,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fx,mspe,0.07432001,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fx,bias2,0.07221764,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fx,var,0.0021023625,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fz,mspe,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fz,bias2,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fz,var,0.0,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fr,mspe,0.16627187,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fr,bias2,0.1641695,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,base,fr,var,0.0021023625,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,y,mspe,1.0153598,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,y,bias2,1.0115902,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,y,var,0.0037695298,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fx,mspe,0.042496093,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fx,bias2,0.033943318,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fx,var,0.008552773,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fz,mspe,0.037080847,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fz,bias2,0.030818826,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fz,var,0.006262019,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fr,mspe,0.11117663,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fr,bias2,0.10262385,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc,fr,var,0.008552773,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,y,mspe,1.0151587,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,y,bias2,1.011221,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,y,var,0.0039374954,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fx,mspe,0.040951397,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fx,bias2,0.031061167,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fx,var,0.009890233,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fz,mspe,0.03565372,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fz,bias2,0.028087826,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fz,var,0.0075658998,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fr,mspe,0.10743734,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fr,bias2,0.097547114,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_lam0,fr,var,0.009890233,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,y,mspe,1.0153599,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,y,bias2,1.0115904,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,y,var,0.0037694995,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fx,mspe,0.024674812,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fx,bias2,0.022215953,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fx,var,0.0024588597,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fz,mspe,0.020440409,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fz,bias2,0.01949216,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fz,var,0.00094825,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fr,mspe,0.0053601773,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fr,bias2,0.0029013178,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth,fr,var,0.0024588597,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,y,mspe,1.0151587,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,y,bias2,1.011221,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,y,var,0.00393749,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fx,mspe,0.024648087,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fx,bias2,0.02202609,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fx,var,0.002621997,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fz,mspe,0.020452637,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fz,bias2,0.019503867,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fz,var,0.0009487689,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fr,mspe,0.00534927,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fr,bias2,0.0027272732,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_orth_lam0,fr,var,0.002621997,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,y,mspe,1.2153486,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,y,bias2,1.2132758,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,y,var,0.0020727674,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fx,mspe,0.025926333,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fx,bias2,0.024490558,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fx,var,0.0014357769,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fz,mspe,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fz,bias2,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fz,var,0.0,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fr,mspe,0.0062924717,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fr,bias2,0.004856695,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,2,posthoc_web,fr,var,0.0014357769,n=3200_bz=1.0_cv1=0.8_p=1_q=2_20251022-203438
3200,1.0,0.8,1,32,base,y,mspe,1.0202857,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,y,bias2,1.0176228,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,y,var,0.0026628526,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fx,mspe,0.075117044,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fx,bias2,0.07291595,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fx,var,0.002201091,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fz,mspe,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fz,bias2,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fz,var,0.0,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fr,mspe,0.16753641,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fr,bias2,0.16533533,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,base,fr,var,0.002201091,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,y,mspe,1.0093458,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,y,bias2,1.0052147,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,y,var,0.004131082,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fx,mspe,0.016250405,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fx,bias2,0.0018404516,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fx,var,0.014409955,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fz,mspe,0.014549211,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fz,bias2,0.0015649414,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fz,var,0.012984269,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fr,mspe,0.04674112,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fr,bias2,0.032331165,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc,fr,var,0.014409955,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,y,mspe,1.0201021,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,y,bias2,1.0043361,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,y,var,0.015765918,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fx,mspe,0.0238426,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fx,bias2,0.0002514242,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fx,var,0.023591174,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fz,mspe,0.010178146,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fz,bias2,4.583567e-05,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fz,var,0.010132311,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fr,mspe,0.04488656,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fr,bias2,0.021295385,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_lam0,fr,var,0.023591174,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,y,mspe,1.0094478,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,y,bias2,1.00532,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,y,var,0.0041279136,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fx,mspe,0.022582565,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fx,bias2,0.01972586,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fx,var,0.002856705,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fz,mspe,0.020335894,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fz,bias2,0.019385945,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fz,var,0.00094994716,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fr,mspe,0.003157441,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fr,bias2,0.00030073617,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth,fr,var,0.002856705,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,y,mspe,1.0193293,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,y,bias2,1.0039684,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,y,var,0.015360892,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fx,mspe,0.034090344,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fx,bias2,0.019939143,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fx,var,0.0141512025,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fz,mspe,0.020452647,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fz,bias2,0.019503875,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fz,var,0.000948769,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fr,mspe,0.014341058,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fr,bias2,0.00018985524,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_orth_lam0,fr,var,0.0141512025,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,y,mspe,1.2155076,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,y,bias2,1.2133012,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,y,var,0.0022063577,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fx,mspe,0.025913285,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fx,bias2,0.024352212,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fx,var,0.0015610696,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fz,mspe,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fz,bias2,0.07795459,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fz,var,0.0,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fr,mspe,0.006243715,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fr,bias2,0.004682646,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
3200,1.0,0.8,1,32,posthoc_web,fr,var,0.0015610696,n=3200_bz=1.0_cv1=0.8_p=1_q=32_20251022-205829
